id,SMILES_input,fingerprints_input_ECFP4
585,Cc1sc2nc1C(=O)N2CC1=C(C(=O)C(C)C)C=C1,1 80 89 136 162 283 298 313 314 323 378 380 386 388 526 547 588 639 650 675 749 807 847 879 891 935 1057 1092 1242 1299 1349 1356 1376 1380 1601 1722 1757 1765 1776 1795 1819 1855 1873 1917 1935
586,CC(C=Cc1ccccc1)=CC=C(C)C(=O)N1CCCN(Cc2ccccc2)C1,31 55 80 160 278 369 389 495 577 650 694 728 807 816 835 878 926 935 949 1017 1028 1057 1066 1083 1088 1110 1149 1199 1288 1304 1308 1319 1350 1353 1380 1422 1479 1480 1683 1742 1750 1754 1765 1771 1782 1791 1873 1917 2009 2033
587,COC1=CC=CSc2c1n(C)c(=O)n2C(N)=O,140 289 314 432 435 442 453 473 564 620 650 675 678 695 725 771 807 841 862 888 935 1057 1145 1171 1188 1249 1274 1282 1322 1380 1391 1402 1536 1590 1645 1653 1697 1824 1873 1917
588,Cc1ccc(CCCCOc2ccc(C(F)(F)F)c(C(F)(F)F)c2)c(=O)n1C,13 80 114 198 223 262 314 322 391 419 504 564 623 650 695 699 718 773 809 875 883 935 974 994 1034 1057 1078 1114 1145 1150 1183 1184 1212 1243 1249 1254 1349 1380 1405 1452 1453 1499 1501 1527 1722 1741 1750 1873 1911 1928 2039
589,CCOC(=O)c1cc2ccc1C(=O)C1COC(=O)C1OC2=O,47 80 115 145 147 276 294 303 314 337 352 441 455 481 586 608 623 649 650 656 680 695 750 759 789 807 875 896 926 941 1019 1046 1057 1088 1160 1234 1238 1350 1380 1563 1673 1722 1750 1782 1873 1917 1923 1991 2035
590,CCN1CCCN(C(C)=O)C1=O,34 80 92 294 314 358 598 650 772 807 895 926 935 1017 1028 1057 1083 1089 1123 1190 1215 1300 1380 1387 1459 1480 1917 1968 1991 2041
591,Cc1ccccc1NC(=O)c1ccc(C(=O)OCc2ccccc2)cc1,77 80 145 147 277 376 389 486 606 638 650 658 695 745 947 1057 1066 1088 1152 1199 1224 1297 1380 1385 1391 1522 1529 1665 1696 1697 1722 1741 1750 1754 1795 1816 1873 1876 1914 1917 1999 2012 2042
592,COc1cc(C(=O)Oc2ccc(OC)c(OC)c2)n(C)c(=O)c1,94 106 140 145 249 301 314 322 488 555 564 609 635 641 650 695 718 777 781 807 836 841 866 875 935 1034 1039 1057 1141 1145 1177 1218 1245 1380 1536 1729 1750 1873 1917 1970
593,CN(C)C(Cl)=CC=C1C(Cl)=CC(Cn2ncnc2-c2cccc(C#N)c2)=C1Br,23 43 80 84 102 158 305 318 335 349 378 405 459 473 489 525 561 589 674 680 694 728 736 757 790 797 807 818 867 875 881 890 891 935 936 1039 1054 1055 1057 1088 1102 1120 1136 1160 1163 1256 1292 1319 1380 1384 1452 1585 1631 1653 1683 1722 1734 1750 1765 1864 1873 1975 2010 2015
594,CCOc1ccc(C=CN=C(N=C(Cl)c2ccc(Cl)c(F)c2)N2CCCCC2)cc1,2 25 69 80 102 170 173 237 294 322 366 369 372 490 561 666 694 695 699 718 725 742 751 765 789 807 828 835 875 878 926 935 1028 1057 1093 1238 1240 1292 1360 1368 1374 1380 1385 1452 1480 1627 1630 1683 1697 1707 1750 1808 1840 1854 1873 1883 1905 1928 1998 2009 2028 2033
595,O=C(c1ccccc1)N1CCN(CC(Cc2ccccc2)c2cccc(Cl)c2)CC1,1 55 74 79 80 85 165 216 222 389 497 561 592 650 745 750 753 807 857 875 926 935 942 1039 1066 1088 1094 1128 1199 1314 1365 1374 1380 1385 1419 1466 1480 1489 1504 1511 1581 1589 1683 1710 1750 1754 1759 1791 1873 1917 1922 1985 2009
596,CCCCCCCCCC(=O)n1cc(OC)cc(OC)c1=O,80 218 249 294 314 320 322 412 464 504 526 591 635 650 662 695 781 794 807 841 864 875 917 935 1009 1057 1126 1143 1267 1356 1380 1444 1536 1564 1707 1751 1873 1911 1917 1970
597,Cc1ccn(C(=O)c2c3c4n(-c5ccccc5)cnn4c2N(C)C3)c1,27 43 57 126 131 277 361 378 380 389 412 454 464 479 564 586 650 678 751 807 926 932 935 1049 1057 1088 1101 1123 1145 1159 1199 1250 1260 1319 1380 1504 1517 1693 1722 1750 1753 1772 1819 1823 1825 1849 1873 1904 1917 1946 2030
598,Nc1nc(C(F)(F)c2ccccc2)c(N2CCCC2)s1,54 101 114 162 179 185 208 216 378 389 407 469 560 638 675 680 842 926 935 1001 1028 1088 1171 1199 1218 1220 1264 1301 1380 1417 1453 1457 1480 1544 1686 1750 1855 1873 1928 1990 1998 2017
599,O=C1CCCN1C1CCN(S(=O)(=O)c2ccccc2)CC1,314 319 350 360 366 374 389 575 585 634 650 684 723 757 798 800 847 872 926 935 1019 1028 1061 1088 1138 1182 1199 1292 1325 1380 1459 1466 1476 1480 1607 1738 1750 1873 1903 1910
600,O=C(Nc1ccc(Cc2ccccc2Cl)cc1)c1cccc2ccc([N+](=O)[O-])cc12,80 102 191 203 295 310 326 348 366 486 561 650 715 753 807 838 843 847 875 974 1039 1063 1077 1087 1088 1104 1152 1184 1195 1199 1247 1271 1274 1314 1349 1357 1377 1380 1409 1430 1447 1597 1683 1730 1750 1754 1809 1814 1816 1855 1873 1917 1940 1963 1966 1978 1991 1999
601,COc1ccc2oc3ccc(C(=O)N4CCCC4CCOc4ccccc4)nc3c2c1,13 18 60 80 99 102 193 242 322 368 378 389 446 562 650 656 695 718 781 807 832 841 850 855 875 926 935 998 1019 1028 1034 1057 1088 1199 1203 1245 1247 1325 1329 1332 1357 1367 1380 1452 1480 1504 1511 1521 1524 1536 1552 1604 1724 1750 1792 1808 1810 1811 1855 1873 1917 1972 1987
602,Oc1ccccc1-c1nc(O)c(-c2ccccc2)[nH]1,105 106 119 155 157 352 378 388 389 661 678 736 780 807 815 843 924 975 984 1077 1088 1114 1160 1199 1380 1396 1602 1607 1609 1663 1740 1745 1750 1831 1855 2028
603,COc1ccc(-c2ccc(C#N)c(N3CCCC3=O)c2)c(Br)c1,18 65 78 194 215 314 322 352 361 396 534 612 650 668 674 680 695 718 728 780 781 790 798 833 841 875 893 896 926 935 958 1028 1057 1136 1138 1160 1182 1327 1347 1380 1384 1457 1480 1536 1631 1738 1750 1782 1862 1873 1972
604,CC(C)(C)CCN(c1nc2nnc1CC2)S(=O)(=O)c1ccccc1,69 80 109 114 198 259 319 350 378 389 392 431 552 562 575 650 685 750 752 809 815 827 881 882 926 932 997 1057 1088 1164 1199 1246 1291 1293 1308 1369 1380 1476 1684 1738 1750 1828 1855 1873 1946 1948 1951 2005
605,COc1ccc2c(c1)n(Cc1sc(C(N)=O)cc1C#N)c(=O)n2C,45 80 140 162 284 309 314 322 361 419 523 564 641 650 674 675 695 718 771 781 790 802 807 841 875 935 981 1057 1136 1145 1161 1171 1214 1280 1380 1384 1455 1498 1536 1704 1727 1750 1765 1835 1862 1873 1917 1950 1972 1987 2021
606,COc1ccc(CNC(=O)C2CCCN2C(=O)c2ccc(C#N)cc2)cc1,34 80 102 193 197 242 255 267 305 310 322 354 378 405 446 531 606 624 638 650 674 686 689 695 718 781 790 807 831 841 926 935 1019 1028 1057 1136 1152 1212 1325 1380 1384 1385 1480 1504 1511 1532 1536 1573 1688 1697 1750 1754 1873 1917 1954 1975
607,Cc1ccc(S(=O)(=O)Nc2cccc(N3CCc4ccccc43)c2)cc1,4 23 177 191 235 319 350 502 538 541 650 703 715 743 744 875 883 926 935 952 1039 1049 1057 1088 1152 1199 1236 1270 1295 1380 1457 1476 1480 1619 1647 1708 1722 1738 1750 1823 1825 1873 1888 1920 1961 2022
608,O=C1CN(CC2CCCCC2)CCN1C(=O)c1ccccc1,2 29 74 80 214 314 389 484 650 798 807 890 908 926 935 1019 1028 1088 1111 1199 1325 1359 1380 1385 1387 1396 1419 1434 1480 1504 1511 1539 1635 1641 1750 1760 1791 1809 1873 1917 1946 1985
609,CC(=O)c1ccccc1C(C(=O)c1ccccc1C)=C(C)c1cccc2ccccc12,31 136 263 320 521 613 650 801 807 927 953 1017 1039 1057 1071 1087 1088 1104 1199 1352 1357 1380 1391 1447 1496 1561 1571 1573 1599 1722 1750 1820 1855 1873 1917 1978 1991 1999
610,CCCCSc1cccc(S(=O)(=O)c2ccc(OC)cc2)c1,13 27 80 87 94 116 294 319 322 341 350 379 575 591 650 695 715 718 781 794 811 831 835 841 875 1039 1057 1088 1182 1212 1361 1380 1476 1536 1571 1710 1729 1750 1869 1873 1911 1913 1998
611,CCCCCCCCCCNC(=O)c1ccc(C(=O)O)c(=O)oc2ccccc2cc1,8 67 80 175 197 203 265 294 305 314 389 456 486 591 592 650 656 667 794 807 1047 1057 1087 1088 1118 1128 1143 1152 1199 1380 1381 1385 1444 1468 1604 1640 1665 1697 1750 1808 1855 1873 1876 1911 1912 1917 1991
612,O=C(Oc1ccccc1)c1ccc(O)c2ccccc12,67 145 177 299 322 389 562 650 695 807 843 866 905 1088 1199 1357 1380 1446 1475 1573 1593 1602 1607 1656 1729 1750 1873 1917 1991
613,O=C(c1ccccc1C(=O)N1CCCC1)N1CCCC1,362 369 650 671 807 926 935 942 1028 1088 1199 1380 1447 1480 1504 1750 1785 1873 1917 1991 1998 2009
614,O=S1(=O)N(CCCCCCCOc2cc3ccc2o3)CCCN1CCN1CCCCC1,2 13 80 99 184 187 207 285 469 559 650 656 695 731 875 893 926 935 960 997 1008 1028 1083 1143 1145 1235 1249 1380 1422 1441 1452 1480 1482 1486 1518 1604 1624 1750 1780 1791 1808 1810 1862 1873 1911 1959 1965 1970 1998 2030
615,O=C(NC(=O)N1CCCC1C12CCN(C1=O)C2=O)c1ccccc1,93 161 193 218 241 242 255 293 311 314 389 446 450 486 551 650 807 926 930 934 935 1019 1028 1060 1088 1119 1152 1162 1199 1240 1325 1380 1385 1457 1480 1503 1578 1604 1665 1681 1750 1760 1873 1894 1917 1985 2021
616,O=CC=C1CCC(C(=O)N2CCCC2)N(CCN2C(=O)c3ccccc3C2=O)C1=O,36 41 78 80 92 246 275 314 352 369 386 395 493 531 588 624 642 650 655 694 807 879 890 926 935 984 1004 1019 1028 1088 1145 1197 1199 1289 1325 1380 1478 1480 1503 1517 1535 1539 1585 1627 1738 1750 1769 1775 1848 1873 1893 1917 1920 1970 1975 1998 2009
617,CCOC1C2C3CN(CC)C(=O)N(C(=O)c4nc([nH]c4OC)C(=O)N4CCCCC14)C2CNC3=O,25 27 34 80 92 140 145 216 282 294 314 323 378 455 470 532 600 634 650 680 684 695 739 747 823 841 854 879 890 893 907 926 935 938 1019 1028 1031 1034 1043 1057 1089 1114 1182 1186 1218 1238 1244 1325 1380 1480 1536 1545 1609 1611 1620 1689 1694 1724 1745 1784 1832 1855 1866 1922 1950 1998 2000 2041 2045
618,CN(C)C(CCc1ccc(O)c2ccccc12)C(O)c1ccccc1,1 80 90 129 220 227 253 389 447 577 647 739 807 843 881 886 1035 1057 1088 1163 1199 1243 1349 1357 1365 1380 1457 1475 1573 1581 1593 1602 1607 1642 1719 1741 1750 1838 1873
619,CN1c2nn3c(C(=O)NS(=O)(=O)c4ccccc4)c2C(=CC(C(=O)Oc2cc(Cl)ccc2Cl)=N3)OS1(=O)=O,19 84 130 145 165 182 187 207 216 275 293 295 297 307 310 319 331 350 366 378 389 394 468 469 486 502 511 541 561 575 599 650 656 666 695 769 807 816 861 875 883 935 975 1057 1088 1090 1145 1149 1152 1186 1194 1199 1289 1360 1380 1476 1507 1601 1679 1683 1729 1747 1750 1873 1917 1926 1938 1953 1956 1970 1981
620,CC(O)CCNC(=O)c1c(-c2ccccc2)n[nH]c1-c1ccccc1,1 8 74 80 88 155 197 227 283 323 378 389 471 486 530 586 650 661 667 732 736 739 759 807 913 1057 1088 1114 1152 1160 1197 1199 1353 1380 1385 1490 1582 1677 1750 1873 1898 1917 1952 2004 2023
621,CNC(=O)NS(=O)(=O)c1ccc2c(c1)c(OC)cc1cc(Cl)sc12,71 74 131 162 191 198 249 307 319 331 345 350 502 561 650 675 695 699 715 807 841 868 875 1057 1098 1142 1152 1158 1196 1288 1353 1357 1380 1430 1476 1536 1591 1606 1662 1683 1733 1750 1783 1786 1855 1873 1917 1970 1989
622,Cc1ncccc1CN=S(=O)(c1ccccc1)N1CCN(C(=O)C#CC#N)CC1,80 92 188 232 242 268 319 328 350 372 378 389 448 575 585 650 674 725 767 790 807 892 926 935 1020 1043 1057 1088 1141 1199 1244 1349 1380 1384 1452 1476 1480 1521 1566 1589 1597 1688 1693 1722 1750 1794 1866 1873 1895 1917 1942 1975 1980 2009 2032
623,CC1=NC2=NC(N3CCCC3CN3CCCC3)=NC2=N1,15 80 281 282 378 384 446 486 508 514 571 607 634 665 684 822 908 926 927 935 1019 1028 1057 1065 1254 1275 1325 1367 1380 1422 1468 1480 1552 1586 1722 1791 1816 1919 1998
624,COc1ccc(C(F)(F)F)cc1C1=CN=C2SC(NC(=O)C(C)C)=C1S2,1 24 79 94 114 212 242 249 257 283 352 378 465 573 594 606 650 675 695 710 738 769 807 809 811 841 856 875 1057 1152 1167 1189 1223 1260 1285 1335 1349 1380 1417 1431 1453 1522 1536 1594 1665 1722 1750 1816 1873 1906 1917 1928 1966 1970 2044
625,COc1ccccc1CN(CCSc1nnc(N2CCN(C)CCCC2=O)s1)c1ccc(C)cc1,14 80 82 116 162 207 235 249 295 314 341 378 507 650 675 695 702 797 798 811 819 834 841 881 926 935 960 999 1028 1057 1077 1088 1096 1138 1145 1164 1182 1199 1236 1260 1327 1349 1380 1410 1414 1457 1480 1493 1497 1536 1559 1597 1601 1661 1687 1722 1738 1750 1764 1823 1873 1886 1920 1951 1970
626,COC(=O)CN1C(=O)COC(=O)c2cccc3ccc(nc23)C(=O)OCCN2CCCC1C2=O,5 80 195 203 204 231 246 257 311 314 352 378 383 407 441 446 449 500 609 621 639 650 656 680 695 714 798 807 841 892 926 935 950 980 984 1001 1014 1019 1025 1028 1039 1057 1087 1088 1152 1213 1312 1325 1362 1380 1386 1480 1507 1526 1633 1642 1710 1724 1750 1775 1846 1855 1873 1917 1993
627,O=C(COc1ccccc1)N(CCCN1CCCC1)CC1=NC=C1,80 102 322 378 386 389 507 509 547 562 650 653 695 738 791 807 881 926 935 955 978 1028 1088 1096 1145 1193 1199 1238 1271 1272 1380 1397 1422 1442 1452 1480 1482 1600 1695 1750 1791 1809 1873 1887 1911 1917 1951 1967 1998 2004
628,COc1ccc(C(=O)OC2CCCC2OC(=O)c2ccccc2)cc1,87 145 302 322 352 389 606 650 695 718 781 798 807 831 841 918 926 1019 1028 1057 1063 1088 1126 1199 1325 1380 1385 1421 1536 1697 1750 1873 1893 1917 1978 1985
629,CCC1CN(c2ccc(C)cc2-c2cc(F)cc(OC)c2)CCO1,80 175 235 248 278 294 322 352 354 357 407 445 495 656 695 699 739 767 781 841 875 926 935 950 1013 1014 1019 1034 1038 1057 1120 1160 1218 1272 1295 1380 1391 1454 1480 1498 1536 1590 1670 1694 1722 1740 1750 1777 1823 1859 1873 1915 1928 1995 1998
630,O=C1c2cc3cc(c3)c2=CC=c2c3cccc2=CC=C(c2ccccc2)OCN1CCO3,210 310 314 352 374 382 389 407 441 461 650 656 736 776 805 875 879 926 933 935 950 1014 1030 1039 1088 1097 1160 1199 1249 1289 1341 1345 1353 1362 1379 1380 1385 1422 1459 1480 1481 1529 1619 1740 1750 1762 1800 1826 1833 1855 1872 1873 1905 2013
631,CN(C)C(=O)N(CC(=O)O)C(=O)Nc1nc2ccccc2cc1-c1cccc2ccc(Cl)cc12,20 80 165 193 203 216 230 246 289 352 378 389 442 561 605 650 708 807 816 875 881 926 984 997 1039 1057 1085 1087 1088 1096 1097 1104 1152 1163 1190 1199 1224 1275 1317 1357 1380 1418 1648 1653 1683 1735 1737 1750 1809 1816 1855 1873 1917 1921 1951 2019
632,Cc1ccc2nc1c1cc3ccc1c(nncn3C(=O)N1CCCCC1)c2=O,2 84 281 286 314 322 344 369 378 392 395 429 525 552 612 620 647 650 729 749 807 875 917 926 932 935 936 961 1028 1032 1057 1097 1129 1164 1166 1184 1221 1357 1380 1391 1475 1480 1534 1691 1722 1724 1730 1733 1750 1855 1873 1910 1917 1940 1998 2009 2038
633,O=C(N1CCCC1)N(C=Cc1ccccc1)c1ccccc1,196 236 283 288 369 389 650 694 807 835 878 881 892 926 935 1028 1088 1096 1110 1185 1199 1218 1285 1353 1380 1392 1480 1582 1659 1692 1750 1873 1917 1998 2009 2033
634,CCN(CCCn1c(N(C)C(=O)COc2ccc(OC)cc2)nc(C)c1C(=O)OC)C(C)=O,54 64 80 92 102 145 253 294 322 333 378 425 555 585 650 695 718 781 802 807 831 841 861 881 906 932 935 955 978 1008 1017 1057 1145 1152 1163 1224 1238 1272 1332 1380 1396 1424 1452 1536 1588 1620 1722 1750 1765 1855 1873 1887 1911 1917 1951 1967 2004
635,O=C1NC(=S)N2CCN(C(=O)Nc3ccccn3)CCN3C(=O)N(c4ccc([N+](=O)[O-])cc4)C2C13,92 97 218 233 281 314 315 378 398 430 448 483 650 684 715 753 769 807 838 926 935 946 993 996 1019 1034 1060 1088 1099 1107 1114 1152 1155 1195 1199 1238 1256 1274 1312 1380 1381 1452 1458 1468 1480 1555 1589 1629 1717 1750 1809 1814 1816 1825 1840 1866 1873 1917 1922 1931 1962 1963 1980 2009 2043
636,COc1ccc(C(O)=CC=CSc2ccccc2-c2nn(C)c(=O)n2C)cc1,75 116 239 295 300 314 322 352 377 378 389 432 527 548 564 566 650 694 695 718 771 781 807 829 831 841 856 923 935 984 1025 1057 1088 1105 1140 1145 1199 1319 1380 1385 1536 1578 1582 1593 1597 1686 1697 1722 1750 1794 1816 1873 1956
637,C=NN(C)c1c(F)cccc1-c1cc2ccc1N(c1ccccc1)C(=O)N2,33 78 314 352 374 389 407 574 594 650 699 725 817 821 875 881 935 984 1032 1039 1049 1057 1060 1061 1088 1097 1114 1163 1176 1199 1217 1295 1366 1380 1604 1612 1640 1643 1686 1750 1778 1821 1825 1840 1861 1873 1909 1915 1928 1987 1995
638,CCOC(=O)C(NC(=O)Nc1ccc(I)cc1)c1ccccc1,1 80 117 147 191 284 294 365 389 503 650 661 695 807 843 947 1057 1077 1088 1152 1189 1199 1238 1350 1365 1380 1452 1494 1518 1581 1594 1722 1750 1816 1818 1842 1873 1917 1989 1990 2021
639,Cc1nn(CCC(=O)NC2CCCC2O)c(=O)n1C(F)(F)c1ccccc1,41 80 114 158 314 378 387 389 482 501 510 650 700 747 771 783 807 849 917 926 935 1019 1028 1041 1057 1063 1088 1124 1145 1152 1162 1199 1249 1257 1288 1325 1329 1370 1380 1403 1417 1453 1488 1496 1564 1622 1638 1722 1750 1873 1917 1928 1935 1956 1978 2017 2021 2036
640,O=c1c2ccc(-c3nc4ccccc4c4ccccc34)n1CN1CC[S+]([O-])C(CC2)C1,72 107 137 187 237 281 289 314 323 372 378 389 422 504 577 593 627 631 650 652 713 715 739 904 926 935 1019 1022 1057 1088 1097 1116 1199 1236 1253 1325 1357 1380 1459 1462 1479 1480 1496 1568 1573 1661 1692 1730 1738 1750 1752 1812 1855 1873 1947 1958 1980
641,CC(=O)OC1C(O)C(O)C(OC2CCC(C)(C)C3CCCC23)C2CCC(C)CC21,26 355 488 519 521 522 556 564 622 650 663 695 725 798 807 812 825 908 926 937 946 1017 1019 1028 1035 1057 1060 1063 1126 1148 1162 1210 1232 1257 1274 1285 1292 1309 1325 1326 1381 1487 1501 1563 1565 1600 1818 1820 1833 1883 1917 1950
642,CC(C)(C)C(=O)N(C(=O)N=C=O)C1CCCCC1,2 114 248 267 270 284 392 507 508 534 617 639 650 674 725 732 777 807 809 881 890 926 1016 1019 1028 1057 1063 1075 1325 1478 1528 1638 1917 1953 2046
643,CC1C2ON=C(SC(=O)N1C)S2,15 35 314 378 430 437 576 650 656 675 718 771 824 856 878 935 1019 1057 1145 1148 1309 1380 1386 1443 1479 1590 1652 1691 1716 1793 1967 2044
644,COC(=O)c1c2ccc(OC)c1NC(=O)N(CCN1CCCC1=O)Cc1ccccc1-2,80 94 110 145 155 191 221 249 267 297 314 352 370 420 521 586 650 680 695 798 807 820 841 906 926 935 984 1028 1057 1060 1088 1089 1114 1123 1138 1145 1152 1182 1199 1236 1380 1389 1411 1480 1536 1548 1614 1697 1708 1738 1750 1772 1873 1917 1946 1970 1988 2030
645,O=C(c1ccc(N2CCN(c3ccccc3)CC2)cc1)N1CC1,233 389 407 497 650 687 807 926 935 937 942 1049 1088 1199 1380 1385 1405 1480 1504 1508 1511 1589 1697 1750 1825 1873 1917 2009
646,CCOc1ccc(C(=O)n2c(=O)c(C=C(C#N)OC)cc3ccccc32)cc1,26 45 69 80 102 237 275 294 314 322 359 398 454 504 650 674 694 695 718 790 803 807 841 875 935 961 1003 1057 1087 1088 1139 1152 1199 1204 1238 1282 1285 1380 1384 1385 1433 1452 1504 1511 1557 1596 1629 1697 1711 1746 1750 1853 1855 1873 1917
647,CCCCCCCCc1ccc(C(=O)O)oc1=O,80 114 294 310 314 389 396 456 581 591 650 656 717 794 807 968 1057 1143 1184 1243 1349 1380 1444 1468 1527 1604 1671 1741 1750 1754 1855 1873 1874 1911 1917
648,Cc1ccc(C(=O)OCCCC2CCCN(S(=O)(=O)c3ccc(Br)cc3)C2=O)c(C)c1,5 13 67 80 145 147 182 204 235 245 287 314 319 343 350 374 421 446 619 623 650 695 715 728 800 807 832 875 909 926 935 942 1013 1019 1028 1051 1057 1112 1157 1227 1247 1325 1380 1391 1444 1476 1480 1588 1592 1611 1631 1649 1673 1697 1722 1731 1734 1750 1823 1873 1911 1917 1935 1991
649,CCNC(=O)c1c(C(F)(F)F)cc(OC)c(Cl)c1C(F)(F)F,80 114 154 197 249 262 294 358 419 486 555 561 586 650 695 783 807 809 841 861 875 945 1011 1057 1152 1380 1453 1498 1536 1624 1683 1726 1737 1849 1865 1873 1878 1917 1928 1963 1970
650,CCN1CC(C(=O)N2CCCCC2)=C(C(=O)c2ccc(F)cc2)C1=O,2 9 34 43 80 90 184 256 294 314 334 369 371 546 650 699 807 808 879 926 935 942 1028 1057 1089 1317 1380 1385 1410 1480 1504 1670 1697 1750 1775 1873 1917 1928 1946 1998 2009 2029 2041
651,Clc1ccc(N2CCCn3cnnc32)nc1,43 215 216 217 281 378 453 527 561 635 681 705 816 893 914 918 926 932 935 1028 1083 1129 1155 1164 1365 1380 1391 1407 1452 1457 1480 1535 1544 1683 1750 1873
652,COc1cc(Cl)cc(C(=O)Nc2ncccc2C(=O)CCc2cc(C)c(C(=O)OC3CCCC3)o2)c1,80 119 145 157 164 216 246 280 322 378 439 448 486 543 561 573 641 650 656 670 693 708 781 792 807 841 853 875 890 926 1019 1028 1043 1057 1071 1088 1126 1147 1152 1218 1243 1261 1316 1322 1324 1325 1380 1384 1385 1391 1410 1419 1447 1452 1464 1536 1563 1564 1604 1635 1683 1693 1722 1747 1750 1795 1816 1858 1866 1873 1917 1919 1934 1991 2021 2027
653,CCCCCCCOC(=O)C(C(=O)OC)=C(C(=O)OC)C(=O)OCC(=O)OCC(=O)OCC(=O)OC,13 80 147 195 264 294 586 591 650 695 703 794 807 841 913 1057 1143 1152 1249 1360 1377 1386 1444 1575 1609 1734 1824 1835 1866 1911 1917 1937 1948 1983 1996 2004
654,CCC1C2CCC(C(=O)N2)N1C(=O)Cc1ccc(C(=O)Oc2ccccc2C)c2cc(OC)ccc12,19 24 60 67 80 129 145 177 259 294 301 310 314 322 325 357 431 459 486 597 650 689 695 718 781 807 817 840 841 875 926 935 948 1009 1019 1034 1036 1057 1075 1088 1114 1181 1199 1236 1312 1325 1349 1357 1380 1391 1396 1410 1454 1536 1602 1656 1660 1722 1729 1733 1741 1750 1847 1868 1873 1917 1970 1972 1991 1999 2039
655,COc1cc2n3c(n(C)c4ccccc14)=NN(C=2)CC3,45 109 249 348 378 391 423 543 564 695 731 841 868 875 926 935 1043 1046 1057 1076 1088 1145 1199 1285 1357 1380 1398 1430 1470 1480 1496 1516 1536 1573 1579 1687 1726 1747 1750 1873 1953 1970
656,CCn1c(CN2CCCCC2)nc2ccc(OC)nc21,2 34 80 294 318 378 515 695 783 784 802 841 850 926 935 961 997 1028 1057 1072 1097 1150 1306 1310 1380 1422 1480 1518 1536 1570 1696 1750 1765 1791 1851 1855 1873 1954 1998 2026
657,NC(=O)Cc1ccc(-c2ccccc2)n1N=NNc1ccccc1,8 80 140 147 191 242 325 331 372 389 425 589 650 703 710 725 736 791 803 807 831 935 1088 1091 1152 1160 1171 1199 1221 1346 1380 1446 1692 1750 1779 1832 1873 1898 1917 1996 2038
658,CN1C(=O)CCCC(NC(=O)Nc2ccc(F)c(-c3ccccc3Oc3ccccc3)n2)C1=O,5 9 127 193 216 240 285 300 314 322 323 352 378 387 389 473 562 641 650 695 697 699 798 807 926 935 946 967 976 984 987 1019 1020 1028 1057 1088 1099 1117 1145 1152 1158 1182 1199 1263 1281 1319 1325 1380 1384 1410 1434 1515 1617 1678 1738 1750 1752 1816 1840 1855 1873 1917 1928 1929 1970 1979 1989 2000
659,COC(=O)c1ccc(I)c(C=C(I)CCCCOC2C3CCC(C)(C)C2O3)c1,13 78 80 145 154 175 184 189 220 402 469 497 582 615 650 656 661 694 695 786 807 823 841 875 906 926 946 947 961 1019 1057 1060 1108 1126 1152 1162 1167 1218 1232 1242 1249 1267 1274 1325 1343 1380 1385 1564 1678 1697 1715 1746 1750 1768 1819 1846 1873 1911 1917 1921 1929 1950
660,O=C(CN1CCCC1=O)N1CCN(CCn2c3ccc4c(=O)c3nnc42)CC1,45 74 80 191 236 314 355 378 475 518 525 650 760 798 802 807 865 926 935 1009 1028 1089 1108 1123 1138 1145 1164 1167 1182 1263 1312 1313 1318 1357 1380 1441 1480 1482 1589 1599 1634 1658 1696 1706 1724 1733 1738 1750 1791 1860 1873 1917 1933 2009 2021
661,CC(=O)n1c(=O)ccccc1=O,94 230 314 650 717 807 932 935 1017 1057 1088 1141 1190 1199 1282 1300 1380 1586 1750 1873 1917
662,COc1ccc2nc(NC(=O)Oc3c(Cl)cc(Cl)cc3OC)oc2c1,212 216 249 322 333 366 378 429 541 561 594 625 650 656 661 695 718 741 781 807 821 841 875 961 1057 1097 1152 1209 1261 1288 1380 1417 1455 1536 1604 1619 1621 1683 1729 1747 1750 1758 1800 1803 1808 1816 1855 1873 1892 1917 1970 1972 1989 2045
663,COc1ccc2cccc(C(=O)NCCN3CCCC3)c2c1,8 60 80 102 194 197 203 322 486 586 650 667 695 714 718 781 807 841 875 926 935 1028 1039 1057 1087 1088 1104 1145 1152 1247 1317 1357 1380 1422 1447 1480 1482 1536 1750 1791 1855 1873 1917 1972 1991 1998
664,CC1CCCCN1C(=O)N1CCN(C(=O)c2ccc(C(F)(F)F)c3ccccc23)CC1,67 114 193 242 262 270 294 299 362 401 419 623 650 734 763 807 809 890 926 935 942 1019 1028 1057 1088 1199 1269 1309 1325 1357 1380 1453 1480 1504 1569 1571 1573 1589 1712 1750 1873 1911 1917 1928 1940 1991 1998 2009 2038
665,CCCCCN(CC)C(=O)NCCCCCN1C2=Nc3sc(c1c3-c1ccccc1)S2,3 17 80 146 162 193 197 230 294 378 389 415 433 584 588 591 592 624 650 667 675 685 736 794 807 881 893 927 932 935 978 1008 1057 1088 1143 1145 1152 1160 1199 1241 1272 1380 1382 1386 1419 1423 1444 1470 1476 1614 1669 1747 1750 1836 1873 1876 1911 1917 1951 2011 2044
