id,SMILES_input,fingerprints_input_ECFP4
266,C C 1 = C C = C ( C = C 1 ) [C@@] 2 ( N = C ( O C 3 = C C ( = C ( C = C 3 O 2 ) Cl ) Cl ) N C 4 = C C = C C = C 4 ) C ( F ) ( F ) F,44 114 191 218 235 366 378 389 407 484 491 556 561 656 703 745 875 910 958 1047 1057 1060 1068 1088 1152 1199 1226 1257 1282 1380 1422 1453 1524 1554 1590 1681 1683 1722 1750 1810 1823 1871 1873 1905 1920 1928
267,C / C ( = C \ C C = C ) / O C 1 C C C C C 1,2 80 119 120 479 600 648 694 695 807 890 926 940 1017 1019 1028 1057 1126 1147 1285 1325 1366 1391 1410 1645 1721 1873
268,C [C@@H] ( C ( = O ) N C 1 = C C = N C = C 1 ) O C 2 = C C = C ( C = C 2 ) O C,1 35 191 283 322 378 383 573 650 664 695 718 781 807 831 841 968 1057 1077 1144 1146 1152 1208 1269 1380 1435 1536 1603 1664 1750 1816 1866 1873 1917
269,C C ( C ( = O ) N C C 1 = C N = C ( C = C 1 ) N ( C ) C ) O C C 2 = C C ( = C C = C 2 ) O C,1 80 101 113 138 197 255 283 310 316 322 378 391 401 559 562 573 650 695 724 745 781 794 807 841 875 881 885 1039 1057 1066 1088 1152 1163 1269 1358 1380 1452 1518 1535 1536 1573 1700 1741 1750 1754 1815 1873 1917 1918 1972
270,C 1 C C 1 C ( C N ) O / N = C ( / C 2 = C S C ( = N 2 ) N ) \ C ( = O ) N C 3 C 4 N ( C 3 = O ) C ( = C ( C S 4 ) C S C 5 = N N = C S 5 ) C ( = O ) O,1 5 13 80 89 116 150 232 233 235 269 281 288 314 329 341 371 378 387 389 416 431 440 456 470 494 552 650 653 675 695 698 699 725 753 762 792 807 855 859 872 882 926 935 936 963 981 998 999 1019 1063 1074 1152 1164 1171 1200 1210 1252 1264 1279 1325 1380 1415 1418 1423 1441 1457 1508 1547 1567 1712 1811 1855 1873 1909 1917 1922 1978 2021
271,C / C ( = N \ N C ( = O ) C N C 1 = C C = C ( C = C 1 ) O C ) / C 2 = C C 3 = C ( C = C 2 ) O C O 3,41 62 80 191 318 322 441 482 650 652 656 695 700 718 725 738 781 807 831 841 843 847 875 926 940 997 1017 1035 1057 1152 1247 1349 1380 1385 1406 1416 1440 1536 1647 1697 1750 1755 1800 1863 1873 1905 1917 1921
272,C C 1 = C C = C C = C 1 C 2 = N N = C ( O 2 ) S [C@H] ( C ) C ( = O ) N C 3 = C C 4 = C C = C C = C 4 C = C 3,1 116 184 191 192 196 203 283 317 322 352 378 573 598 650 656 696 807 843 875 891 984 1047 1057 1087 1088 1152 1158 1162 1164 1173 1199 1380 1384 1391 1411 1507 1530 1604 1664 1722 1750 1816 1832 1855 1873 1884 1917 1999
273,C C ( C ) C N C 1 = N C ( = N C ( = N 1 ) Cl ) N C C ( C ) C,1 47 80 283 378 552 561 606 710 930 1057 1151 1152 1184 1337 1380 1416 1582 1683 1847 1855 1961
274,O 1 C 2 = C ( C ( C ( = C 1 N ) C # N ) C ( C C ) C ) C ( = O ) C C ( C 2 ) ( C ) C,1 42 46 80 149 151 217 239 283 294 312 314 391 410 599 610 650 656 674 751 790 907 926 932 940 1019 1057 1060 1136 1171 1274 1301 1348 1380 1384 1457 1487 1544 1582 1693 1754 1760 1810
275,C C N C ( = S ) N ( C C 1 = C C = C ( C = C 1 ) O C ) C C 2 = C C 3 = C C = C C ( = C 3 N C 2 = O ) C,80 97 110 197 294 310 314 322 332 507 587 650 661 695 718 750 769 781 807 831 841 875 881 978 1039 1057 1087 1088 1114 1147 1152 1306 1349 1380 1391 1486 1530 1536 1624 1645 1690 1721 1722 1726 1745 1750 1754 1855 1858 1873 1991 1999 2034
276,C 1 C ( O 1 ) C 2 = C ( C ( = C C ( = C 2 Cl ) Cl ) Cl ) Cl,151 267 278 366 561 656 802 875 926 1011 1019 1362 1380 1424 1648 1683 1873 1888 1923 2035
277,C C 1 = C C ( = C C ( = C 1 ) N C ( = O ) N 2 C C N ( C 2 C ( = O ) N C C N ) C ( = O ) C 3 = C C ( = C C = C 3 ) O C ) C,80 84 191 197 218 221 242 322 343 562 618 650 667 689 695 781 807 841 875 888 907 918 925 926 927 935 981 1019 1039 1057 1088 1152 1171 1212 1221 1380 1384 1385 1399 1480 1504 1536 1548 1722 1750 1752 1760 1816 1823 1840 1873 1917 1953 1972 1985
278,C C C C C C C C C C C C C C C C N 1 C 2 = C C = C C = C 2 N = C 1 C C N C ( = O ) C 3 = C ( C = C ( C = C 3 ) C ) C,8 45 67 80 197 204 235 289 294 318 357 378 465 486 515 591 650 667 794 802 805 807 828 875 893 935 967 1013 1057 1088 1097 1143 1145 1152 1199 1243 1285 1317 1380 1391 1444 1620 1697 1722 1750 1823 1842 1855 1873 1911 1912 1917 1991
279,C 1 C C C 2 C C ( C 1 ) C C 3 = C C = C C = C 2 3,231 371 429 645 890 926 1019 1027 1028 1088 1145 1199 1236 1292 1325 1351 1380 1446 1455 1494 1708 1750 1755 1873 1943 2000
280,[C@@H] 1 ( O [C@@H] ( C C 1 ) C [C@@H] ( C C C C C [C@H] ( C C 1 = C [C@@H] ( O C 1 = O ) C ) O ) O ) [C@H] ( C C [C@H] ( [C@@H] ( C C C C C C C C C C C C ) O ) O ) O,1 8 79 80 227 294 314 401 413 465 519 559 591 619 650 656 710 739 750 794 807 812 888 907 910 912 918 926 971 1019 1057 1088 1130 1143 1205 1217 1283 1309 1310 1325 1380 1391 1444 1485 1520 1545 1622 1718 1769 1830 1873 1911 1921 1957 2038
281,C C C C C C ( C ) C C ( C ) C 1 = C C ( = C 2 C 3 = C ( C C N ( C 3 ) C C # C ) C ( O C 2 = C 1 ) ( C ) C ) C ( = O ) O C C N 4 C C C C C 4,1 2 5 13 32 79 80 145 147 253 283 294 324 334 370 449 502 533 550 591 599 650 656 674 680 695 739 774 794 807 808 858 875 911 915 926 935 974 1028 1057 1060 1065 1142 1145 1180 1274 1282 1283 1365 1368 1380 1422 1443 1444 1480 1482 1526 1580 1592 1602 1673 1738 1747 1791 1846 1873 1905 1911 1917 1922 1946 1968 1973 1991 1998 2029
282,C C 1 = N C 2 = C C = C C = C 2 C 1 = C C 3 = C ( N ( C ( = O ) S 3 ) C C ( = O ) N C 4 = C C ( = C ( C = C 4 ) O C ) Cl ) O,41 63 80 83 94 112 162 184 191 221 249 281 314 352 366 378 399 440 508 536 560 561 650 675 694 695 802 807 841 843 875 901 927 935 944 959 984 1014 1057 1058 1088 1098 1110 1120 1152 1199 1284 1312 1369 1380 1393 1536 1581 1602 1683 1722 1750 1816 1817 1873 1917 1947 1970 2028
283,C 1 = C C ( C ( = C ( C 1 = O ) Br ) Br ) ( Br ) Br,191 314 533 547 650 728 747 787 867 1053 1055 1058 1060 1138 1376 1380 1631 1695 1873 2023
284,C C 1 = C C = C ( S 1 ) C ( = O ) C S C 2 = N N = C S 2,80 116 162 281 341 371 378 419 520 623 650 675 721 807 894 936 999 1007 1057 1074 1164 1200 1380 1415 1465 1567 1693 1712 1722 1733 1750 1811 1873 1917 1941 1959
285,C C ( C ) C ( C ) N C 1 = C ( N = C C = C 1 ) Cl,1 22 283 339 348 378 448 561 641 690 741 787 1028 1043 1057 1063 1088 1152 1224 1380 1452 1683 1696 1750 1773 1866 1873
286,C C 1 = C ( C = C C ( = C 1 ) Cl ) C 2 = C C = C C 3 = C 2 O C ( C 3 ) C N,80 138 165 184 216 231 333 352 533 561 656 680 750 816 875 895 896 926 981 984 1019 1039 1057 1088 1171 1236 1294 1350 1369 1380 1391 1683 1708 1722 1750 1772 1873 1895 1901
287,C [C@H] ( C C C 1 = C C = C O 1 ) N C 2 = C ( C = C ( C = C 2 ) S ( = O ) ( = O ) N C ( C ) C ) [N+] ( = O ) [O-],1 10 80 198 283 319 350 354 466 474 502 542 650 656 687 690 715 716 739 753 787 838 875 1004 1028 1057 1088 1152 1195 1224 1233 1243 1249 1357 1380 1409 1439 1466 1476 1518 1664 1666 1750 1856 1873 1926 1934 1941 1963 2018
288,C C C C C 1 = C C = C ( C = C 1 ) C ( C ( C ) C ) N C ( = O ) C 2 = C C = C ( N C 2 = O ) C ( F ) ( F ) F,1 46 63 67 80 114 117 167 283 294 310 314 360 390 486 510 591 608 650 750 787 789 794 807 809 867 975 978 1006 1045 1057 1114 1152 1243 1365 1380 1446 1453 1538 1745 1750 1754 1773 1853 1873 1911 1917 1928 1991
289,C C C ( C ) ( C ) O C C ( C O C 1 = C C = C C = C 1 C N ) O,1 80 99 114 118 227 294 295 336 392 448 636 658 695 807 839 981 1057 1088 1171 1199 1202 1349 1353 1380 1390 1410 1452 1590 1597 1748 1750 1844 1873 1898 1970 2038
290,C C ( C ) ( C ) C 1 = N N ( C ( = C 1 ) N C ( = O ) C 2 = C C = C ( C = C 2 ) [N+] ( = O ) [O-] ) C 3 C C S ( = O ) ( = O ) C 3,66 114 148 207 235 265 319 320 378 392 469 486 650 693 715 753 755 769 807 838 875 876 926 935 1019 1057 1152 1195 1274 1325 1339 1362 1380 1385 1561 1608 1638 1665 1668 1697 1750 1795 1799 1809 1814 1816 1861 1873 1910 1917 1918 1956 1963 1993
291,C C C C C C N C C ( C 1 = C C = C C = C 1 ) N 2 C C C C 2,1 80 294 389 557 570 573 591 592 606 667 771 794 903 926 935 1004 1028 1057 1088 1143 1152 1199 1265 1365 1380 1444 1480 1581 1666 1699 1750 1852 1873 1911 1998
292,C C ( C ) C [C@@H] ( C ( = O ) N [C@@H] ( C C ( = O ) N ) C ( = O ) N [C@@H] ( C ( C ) C ) C ( = O ) O ) N C ( = O ) [C@H] ( C C 1 = C C = C ( C = C 1 ) O ) N C ( = O ) [C@H] ( C C 2 = C C = C ( C = C 2 ) O ) N,1 79 80 117 140 283 310 376 389 507 573 650 680 726 736 745 759 786 807 857 890 953 966 1017 1057 1110 1118 1152 1171 1287 1290 1313 1343 1380 1482 1530 1602 1616 1750 1754 1773 1776 1778 1844 1847 1849 1873 1898 1917 2006 2016
293,C C N ( C C ) C ( = O ) C 1 = C C ( = C C = C 1 ) N C ( = O ) C 2 = C C = C ( C = C 2 ) S ( = O ) ( = O ) N C 3 = C C = C C = C 3 F,4 80 184 191 192 294 319 350 486 502 650 699 703 714 715 807 828 875 881 883 932 978 1008 1032 1039 1057 1088 1152 1199 1211 1221 1224 1270 1380 1385 1476 1509 1665 1696 1697 1750 1790 1795 1816 1840 1873 1917 1928 1978 1984 1985
294,C 1 = C C = C ( C = C 1 ) S C C S ( = S ) C C ( = O ) O,13 27 80 97 116 324 341 389 427 458 512 650 685 721 807 811 1088 1182 1199 1227 1380 1434 1522 1737 1750 1821 1858 1873 1917
295,c 1 ( c 2 C ( = O ) c 3 c ( C ( = O ) c 2 c ( c c 1 ) O ) c ( N C ( C C C N ( C C ) C C ) C ) c c c 3 N C ( C C C N ( C C ) C C ) C ) O,1 80 251 273 283 294 314 410 587 615 620 650 687 690 739 807 881 932 1025 1057 1152 1224 1380 1471 1475 1476 1581 1602 1607 1666 1747 1750 1790 1856 1873 1911 1951 1981 2018
296,C 1 C ( = O ) C = C 2 C ( = C 3 [C@@H] ( C C 2 ) [C@H] 2 [C@] ( C [C@@H] 3 c 3 c c c ( c c 3 ) N ( C ( = O ) N c 3 c c c ( c c 3 ) Cl ) C ) ( [C@] ( C C 2 ) ( O ) C # C C ) C ) C 1,54 84 99 191 193 208 216 242 253 280 286 296 314 351 455 519 529 531 561 621 650 654 674 679 690 709 807 815 816 841 843 881 888 926 960 1019 1057 1060 1070 1077 1086 1096 1099 1152 1154 1162 1163 1165 1186 1273 1274 1279 1325 1366 1380 1386 1388 1427 1436 1554 1683 1695 1706 1738 1750 1803 1816 1873 1917 1973 1997 2027
297,C 1 C C C ( C C 1 ) N C ( = O ) C 2 = C ( N = C ( C = C 2 ) N 3 C C C [C@H] ( C 3 ) C C ( = O ) O ) S C C C 4 = N C = C N = C 4,2 29 32 61 67 80 116 272 300 341 378 387 389 407 428 446 484 486 510 527 586 607 635 650 667 680 724 739 807 890 926 935 973 1004 1019 1028 1071 1119 1125 1152 1153 1182 1243 1325 1380 1384 1452 1480 1522 1535 1586 1603 1612 1634 1655 1692 1737 1746 1750 1848 1855 1856 1866 1873 1917 1991
298,C C C 1 = C C ( = C C = C 1 ) N C ( = O ) N ( C C N 2 C C O C C 2 ) C C ( = O ) N ( C C 3 = C C = C ( C = C 3 ) F ) C C 4 = C C = C S 4,14 15 80 90 145 184 191 193 196 241 294 310 383 395 507 523 587 649 650 656 675 699 703 807 872 875 881 926 935 950 978 1039 1057 1066 1076 1088 1145 1147 1152 1190 1238 1256 1368 1380 1405 1410 1427 1441 1475 1480 1482 1523 1557 1567 1670 1750 1754 1791 1799 1816 1843 1849 1873 1917 1928 1951 1973
299,C C [C@@H] ( C ( = O ) N C 1 = C ( C = C C ( = C 1 ) [N+] ( = O ) [O-] ) C ) O C 2 = C C = C C = C 2 O C,1 80 140 249 294 532 573 597 650 658 664 695 707 715 753 780 806 807 838 841 875 949 1057 1088 1139 1152 1195 1199 1224 1274 1380 1391 1410 1536 1544 1633 1691 1722 1750 1809 1814 1816 1861 1873 1917 1940 1963 1970
300,C C 1 = C ( O C ( = C 1 C ( = O ) N 2 C C C ( C C 2 ) C 3 = N C 4 = C C = C C = C 4 O 3 ) C ) C,149 212 252 289 296 378 464 467 478 586 602 632 650 652 656 802 803 807 826 833 835 926 935 942 1019 1057 1088 1097 1128 1199 1325 1380 1480 1504 1604 1722 1750 1760 1808 1855 1873 1917 2000 2009 2034
301,C 1 = C C = C ( C = C 1 ) C 2 = N O C ( = C 2 ) C N 3 C ( = O ) C ( N C 3 = O ) ( C 4 = C C = C C = C 4 ) C 5 = C C = C C = C 5,80 248 255 287 314 358 378 389 425 556 588 606 650 656 736 770 772 875 884 935 936 961 980 1060 1088 1114 1160 1178 1199 1322 1380 1542 1631 1740 1750 1765 1803 1873 1934 1971 2044
302,C C O C ( = O ) C 1 = C C = C C = C 1 N C ( = O ) C O C 2 = C C 3 = C ( C C C 3 ) C = C 2,41 58 80 145 147 167 192 242 294 322 556 650 695 718 745 759 807 875 892 926 1028 1057 1088 1152 1199 1224 1236 1238 1327 1380 1447 1452 1476 1501 1673 1696 1722 1738 1750 1816 1873 1887 1917 1948 1980 1991 2004
303,C C ( = O ) O C 1 = C ( C ( = C ( C = C 1 C 2 = C C ( = C ( C ( = C 2 ) O C ) O C ( = O ) C ) O C ) O C ) O C ( = O ) C ) O C,205 249 333 352 495 650 695 807 841 845 875 900 932 996 1017 1035 1057 1160 1380 1429 1536 1562 1599 1729 1775 1820 1873 1892 1917 1970
304,C 1 C C C 2 = C ( C 1 ) C 3 = C ( N = C ( N = C 3 S 2 ) C C 4 = C C = C C = C 4 ) N 5 C C N ( C C 5 ) C ( = O ) N C 6 = C C = C C 7 = C C = C C = C 7 6,42 49 80 130 162 218 220 310 361 368 378 389 407 427 511 540 650 675 807 858 883 926 935 997 1028 1039 1063 1066 1087 1088 1104 1152 1199 1224 1357 1380 1381 1387 1391 1417 1430 1468 1472 1480 1508 1527 1573 1589 1696 1738 1750 1754 1816 1817 1855 1873 1917 1942 1984 2009
305,C 1 = C C = C ( C ( = C 1 ) C ( = O ) O C C ( = O ) N ( C C C # N ) C 2 = C C = C ( C = C 2 ) F ) O,80 89 90 145 147 235 244 376 413 439 650 674 695 699 741 783 790 807 881 960 1088 1089 1096 1129 1199 1211 1238 1380 1384 1394 1410 1447 1602 1607 1670 1673 1750 1831 1873 1917 1928 1951 1991 1997 2004
306,C [C@@] 1 2 C C C ( = O ) N 1 [C@@H] ( C S 2 ) C ( = O ) N ( C ) C C 3 = C N ( N = C 3 C 4 = C C = C C = C 4 ) C 5 = C C = C C = C 5,80 314 323 334 378 389 459 464 468 470 471 507 531 590 650 675 732 736 786 798 807 861 881 889 912 926 935 1019 1049 1057 1060 1074 1088 1139 1160 1162 1163 1199 1274 1323 1348 1349 1380 1455 1486 1501 1629 1667 1738 1750 1825 1828 1873 1917 1937 1956 1970 2014
307,C N 1 C 2 = C ( C = C C ( = C 2 ) F ) N = C ( C 1 = O ) N C 3 = C C = C ( C = C 3 ) C ( = O ) N C C 4 = C C = C S 4,14 45 80 191 196 197 241 255 265 314 357 378 383 486 491 504 564 650 656 675 699 708 727 807 813 843 875 888 935 961 993 1057 1088 1097 1145 1152 1256 1380 1385 1410 1487 1491 1524 1567 1599 1665 1670 1697 1750 1791 1855 1856 1873 1917 1920 1921 1928
308,C C ( = O ) [C@@] 1 2 C C C C [C@@] 1 ( C [C@@H] 3 C C C C [C@@H] 3 C 2 ) O C O C C O C,13 80 228 276 278 325 486 585 650 679 695 807 841 890 893 926 979 1004 1005 1017 1019 1028 1057 1060 1127 1162 1202 1252 1325 1484 1580 1593 1638 1645 1649 1707 1802 1917 1956 1992 1996
309,C O C 1 = C C = C ( C = C 1 ) S ( = O ) ( = O ) N ( C C O ) C C O [C@H] 2 C [C@H] ( C = C ( O 2 ) C ( = O ) N C 3 C C C C C 3 ) C 4 = C C 5 = C ( C = C 4 ) C 6 = C C = C C = C 6 C 5,2 13 28 55 80 193 222 282 319 322 349 350 352 383 387 428 473 486 600 650 656 667 669 680 695 715 718 750 752 781 807 815 823 831 841 875 881 883 890 918 926 938 963 984 1019 1028 1057 1085 1088 1152 1161 1192 1199 1217 1236 1279 1292 1325 1328 1363 1376 1380 1476 1483 1509 1536 1564 1614 1634 1655 1708 1750 1793 1803 1873 1917 1946 1951 1980
310,C 1 = C C ( = C ( C 2 = C 1 C ( = O ) O C 2 = O ) Br ) Br,195 247 314 352 536 596 650 656 680 728 833 1088 1225 1380 1390 1458 1631 1747 1750 1810 1873 1956 1975
311,C C C C C C C 1 = C C = C ( C = C 1 ) C 2 ( C 3 = C C = C C = C 3 C 4 = N C C C N 4 2 ) O,80 95 294 310 313 352 378 461 484 527 556 591 747 794 807 820 881 926 935 958 978 984 1028 1045 1057 1060 1088 1143 1154 1184 1199 1243 1380 1395 1441 1444 1460 1480 1601 1627 1750 1754 1873 1911 1938 1969 1980 2020
312,C C 1 C C C ( = C C 1 ) / C = N / O,287 343 399 598 694 703 725 807 864 926 1019 1057 1064 1148 1309 1325 1378 1380 1525 1738 1781 1823 1873 1877 1886 1915
313,C 1 C N ( C C C 1 O C 2 = C C = C ( C = C 2 ) N 3 C = C N = C 3 ) C ( = O ) N C C ( = O ) N O,39 41 80 85 119 197 218 219 233 322 378 396 524 650 652 695 718 768 774 807 843 878 888 926 932 935 955 959 1019 1101 1152 1231 1325 1380 1440 1468 1480 1603 1631 1654 1715 1750 1825 1866 1872 1873 1884 1917 1988 2009
314,C C c 1 o c ( C N ( C 2 C C N ( C C c 3 c c c s 3 ) C 2 ) C ( = O ) C ) n c 1,14 80 150 196 218 241 294 301 378 379 383 404 477 507 526 650 656 675 697 739 807 809 817 869 880 881 917 926 935 1017 1019 1057 1088 1145 1243 1256 1261 1325 1380 1452 1480 1535 1567 1588 1604 1624 1750 1791 1799 1873 1912 1917 1934 2027 2034 2043
315,C C O C 1 = C ( C = C C ( = C 1 ) C = C 2 C ( = O ) N 3 C ( C ( = C ( N = C 3 S 2 ) C 4 = C C = C C = C 4 ) C ( = O ) O C C ) C 5 = C C = C C = C 5 ) O C C 6 = C C = C C = C 6 Cl,7 25 80 94 125 145 147 162 237 281 294 295 314 366 378 389 411 425 504 561 596 650 675 694 695 736 745 747 759 807 844 875 927 935 974 1019 1057 1088 1118 1134 1140 1160 1180 1186 1199 1226 1238 1268 1269 1279 1321 1349 1380 1382 1427 1452 1512 1597 1634 1663 1681 1683 1722 1750 1793 1796 1828 1873 1917 1970 1998 2022 2033
316,C O C C N ( C C 1 = C O C ( = N 1 ) C 2 = C C = C ( C = C 2 ) O C ) C 3 C C 3,13 80 267 320 322 378 384 466 475 486 507 530 656 695 718 720 724 758 781 809 831 841 881 896 926 1005 1019 1047 1057 1077 1154 1160 1233 1325 1326 1380 1536 1614 1750 1760 1855 1873 1951 1997
317,C C 1 ( C 2 = C ( N = C C = C 2 ) N ( C 1 = O ) C 3 = C C = C ( C = C 3 ) S C ) C,116 130 233 255 314 337 378 394 426 448 616 650 811 935 959 1043 1057 1060 1088 1097 1176 1255 1274 1279 1380 1452 1460 1513 1624 1686 1707 1723 1750 1825 1866 1873 1980
318,C O C 1 = C C = C C 2 = C 1 O C ( = O ) C ( = C 2 ) C 3 = N C 4 = C ( C = C ( C = C 4 ) Cl ) C ( = N 3 ) C 5 = C C = C C = C 5 Cl,92 133 142 165 212 216 230 249 314 323 352 366 378 389 561 650 656 695 816 841 875 961 974 984 997 1016 1039 1057 1087 1088 1097 1122 1199 1235 1309 1345 1356 1357 1380 1385 1410 1428 1468 1536 1604 1607 1683 1716 1750 1793 1855 1873 1970
319,C C 1 ( C ( C ( = C ) O N 1 C ) C # N ) C,35 272 400 472 512 656 674 790 935 1019 1057 1060 1145 1274 1294 1313 1362 1366 1371 1380 1384 1629 1769 1927 2029
320,C C C C ( = O ) O C C ( = O ) N C 1 = C ( C ( = C S 1 ) C 2 = C C = C S 2 ) C ( = O ) O C C,14 41 50 54 62 80 145 147 167 241 264 294 352 383 450 510 552 586 650 675 677 695 759 766 794 807 1057 1088 1127 1129 1152 1238 1322 1342 1357 1380 1386 1499 1564 1567 1578 1666 1722 1750 1816 1873 1917 2004
321,C C C 1 = C C = C C = C 1 N S ( = O ) ( = O ) C 2 = C ( C = C C ( = C 2 ) N = N C 3 C ( = N N ( C 3 = O ) C 4 = C ( C = C C ( = C 4 ) S ( = O ) ( = O ) O ) Cl ) C ) C,5 80 191 200 202 209 294 314 319 340 350 366 378 392 409 452 502 548 561 592 626 650 666 674 715 725 807 875 931 935 1019 1039 1057 1088 1144 1152 1199 1203 1224 1270 1295 1349 1372 1380 1391 1476 1479 1480 1490 1506 1527 1528 1532 1597 1683 1691 1696 1712 1722 1750 1790 1799 1854 1873 1945 1953 2011
322,C C 1 = C ( C = C C ( = C 1 ) F ) C 2 = C C ( = N C = C 2 N ( C ) C ( = O ) C ( C ) ( C ) C 3 = C C ( = C C ( = C 3 ) C ( F ) ( F ) F ) C ( F ) ( F ) F ) N C C S ( = O ) ( = O ) C,54 80 81 114 125 138 182 303 314 350 352 378 392 481 532 650 667 680 692 699 786 807 809 825 845 875 881 903 1038 1057 1060 1099 1152 1158 1163 1238 1248 1260 1380 1391 1410 1416 1417 1452 1453 1457 1469 1476 1487 1535 1670 1722 1724 1750 1873 1901 1917 1928 2018 2046
323,C C O C C ( = O ) N C 1 = N O C ( = C 1 ) C,41 80 167 248 294 363 378 650 656 695 807 859 875 886 892 1057 1065 1099 1152 1184 1238 1380 1398 1528 1542 1722 1742 1816 1873 1917 1992 2004
324,C C ( C ) / C = N / N C 1 = N C ( = C S 1 ) C 2 = C C = C ( C = C 2 ) Br,1 117 283 338 378 385 426 552 675 694 702 725 728 896 909 980 1057 1152 1157 1160 1248 1264 1266 1314 1380 1458 1567 1631 1649 1697 1723 1750 1779 1855 1867 1873 1971
325,C N C [C@@H] ( C 1 = C C ( = C C = C 1 ) Br ) O,1 80 227 485 606 632 728 766 807 875 909 1039 1057 1088 1152 1362 1365 1367 1380 1430 1434 1581 1631 1738 1750 1868 1873 1995
326,C ( N ( C c 1 c c ( c c ( c 1 ) F ) F ) c 1 c c c 2 N ( C C ( O c 2 c 1 ) ( C ) C O c 1 c c c ( c c 1 ) C # N ) C ) C ( = O ) O C C,34 80 102 147 223 224 280 294 305 322 364 369 507 511 536 588 602 650 656 674 695 699 718 720 767 790 807 862 873 875 881 926 935 960 1057 1058 1060 1065 1096 1136 1145 1190 1229 1238 1274 1282 1295 1380 1384 1386 1452 1540 1670 1687 1693 1722 1725 1732 1750 1754 1873 1905 1915 1917 1920 1928 1954 2033
327,C 1 C O C 2 = C ( C = C ( C ( = C 2 ) N C ( = O ) C N 3 C C N ( C C 3 ) C C 4 = C C = C ( S 4 ) Cl ) Cl ) O C 1,41 74 80 110 162 277 366 441 504 527 561 614 650 656 675 738 784 807 875 888 898 910 926 935 950 1020 1028 1083 1120 1152 1158 1224 1284 1312 1369 1380 1480 1529 1621 1683 1750 1765 1791 1816 1873 1905 1917 1920 1948
328,C N 1 C C C N C ( C 1 ) C N ( C ) C,29 60 80 207 303 305 624 652 739 834 881 926 935 1019 1028 1057 1114 1145 1146 1163 1480 1507 1733 1760 1912 1921
329,N ( c 1 n c 2 c ( s 1 ) c c c c 2 ) c 1 n c 2 c ( s 1 ) c c ( c c 2 ) Cl,162 165 216 289 378 385 461 491 557 561 664 675 716 816 875 885 961 962 980 1088 1097 1152 1180 1199 1380 1669 1683 1726 1750 1855 1873
330,C 1 C C O C ( C 1 ) O N C ( = O ) C 2 ( C C N ( C C 2 ) C ( = N ) C 3 = C C = C C = C 3 ) S ( = O ) ( = O ) N 4 C C C ( C C 4 ) O C 5 = C C = C ( C = C 5 ) C ( F ) ( F ) F,39 114 116 119 167 188 310 322 350 357 361 383 389 484 497 524 559 585 623 650 656 695 718 751 802 807 809 829 888 890 912 924 926 935 950 959 1019 1028 1060 1088 1104 1141 1152 1162 1171 1199 1249 1260 1298 1325 1380 1385 1417 1453 1476 1480 1503 1509 1665 1725 1750 1811 1854 1873 1903 1917 1928 1985 1988 2009
331,C C O C C C N C ( = O ) C 1 = C C ( = N C = C 1 ) N 2 C = C N = C 2,8 13 80 197 219 265 294 378 396 486 490 497 526 527 530 650 667 695 787 807 843 875 892 922 932 935 1057 1101 1152 1187 1238 1325 1380 1385 1452 1603 1654 1750 1799 1866 1872 1873 1876 1911 1917 1986 1992
332,C C C 1 = C C = C ( C = C 1 ) O C 2 = N C = N C ( = C 2 N ) N ( C ) C,80 145 193 259 275 294 310 322 378 401 463 475 489 695 718 788 881 898 1057 1163 1171 1213 1380 1452 1457 1617 1700 1750 1754 1799 1810 1845 1873 1957 1978
333,C 1 C = C C [C@@H] ( [C@H] 1 C ( = O ) N C 2 = N C ( = C S 2 ) C 3 = C ( C = C C ( = C 3 ) Cl ) Cl ) C ( = O ) O,117 165 209 216 238 285 352 366 378 385 389 552 561 598 650 666 675 689 702 807 816 843 875 926 980 1019 1128 1152 1214 1217 1264 1272 1319 1356 1380 1427 1431 1567 1683 1750 1816 1855 1873 1917 1983 2037
334,C C ( C ) C C ( = O ) N C ( C 1 = C C = C ( C = C 1 ) O ) [C@@H] ( C ( = O ) O C C 2 = C C = C C = C 2 ) N [C@H] 3 C C [C@] 4 ( C 5 C C 6 = C 7 C 4 ( [C@H] 3 O C 7 = C ( C = C 6 ) O ) C C N 5 C ) O C,1 25 27 41 80 115 117 126 147 211 231 283 311 353 389 486 497 499 506 568 582 583 602 608 613 649 650 656 695 745 750 768 787 807 841 926 935 940 960 1019 1039 1057 1060 1066 1088 1118 1145 1152 1162 1174 1199 1236 1288 1290 1294 1313 1325 1365 1380 1389 1403 1475 1480 1520 1602 1607 1628 1693 1732 1750 1754 1760 1778 1808 1810 1847 1853 1873 1914 1917 1980 2009 2042
335,C C C C C N 1 C ( = C ( C 2 = N C 3 = C C = C C = C 3 N = C 2 1 ) S ( = O ) ( = O ) C 4 = C C = C ( C = C 4 ) C ) N S ( = O ) ( = O ) C 5 = C C = C ( C = C 5 ) F,4 45 80 90 235 257 289 294 319 350 378 400 405 502 591 641 650 699 715 794 802 883 893 935 1021 1057 1088 1097 1145 1152 1184 1199 1268 1270 1302 1380 1410 1444 1463 1476 1571 1620 1670 1696 1722 1724 1750 1823 1855 1873 1894 1911 1920 1928 1998 2042
