id,SMILES_input,fingerprints_input_ECFP4
200,C C 1 = C ( S C ( = C 1 [C@@H] ( C 2 = C C = C ( C = C 2 ) Cl ) N 3 C C O C C 3 ) N C ( = O ) C 4 = C C = C O 4 ) C,1 6 50 122 123 162 185 200 214 216 242 252 313 354 369 387 433 442 461 474 486 515 522 523 545 551 561 590 599 617 621 642 650 656 658 675 728 739 787 807 816 820 856 926 935 950 954 1041 1057 1066 1070 1088 1096 1111 1125 1129 1151 1152 1183 1185 1211 1233 1241 1245 1262 1265 1321 1364 1365 1380 1405 1407 1441 1442 1480 1520 1549 1626 1658 1683 1714 1722 1750 1754 1786 1806 1814 1816 1818 1853 1873 1886 1907 1917 1926 1932 1958 1993
201,C 1 = C N ( N = C 1 ) C 2 = N C = C C ( = C 2 ) C N C ( = O ) C C 3 = C C = C ( C = C 3 ) N S ( = O ) ( = O ) C 4 = C C = C ( C = C 4 ) F,4 41 43 75 77 80 90 191 197 255 300 310 315 317 319 325 333 350 378 422 450 493 502 507 527 530 540 557 639 650 676 699 715 730 743 767 787 807 843 875 883 892 913 935 1016 1052 1057 1088 1092 1101 1152 1215 1270 1303 1363 1380 1410 1429 1452 1455 1473 1476 1498 1510 1515 1519 1539 1573 1610 1670 1680 1685 1737 1745 1750 1754 1779 1780 1866 1873 1917 1928 1932 1942 1962 1987 2001
202,C C 1 = C ( C ( = N O 1 ) C ) C ( = O ) O C ( C ) C ( = O ) N C 2 = C C = C ( C = C 2 ) N 3 C C O C C 3,1 33 34 69 92 110 145 186 191 192 197 206 222 233 234 235 248 279 283 306 354 368 378 380 390 407 461 481 482 498 504 514 523 536 551 565 573 586 593 611 645 650 656 687 688 693 695 757 807 835 843 878 926 935 950 967 1002 1004 1014 1057 1077 1117 1144 1152 1183 1189 1241 1269 1316 1366 1380 1405 1430 1441 1462 1480 1510 1518 1540 1542 1549 1552 1589 1637 1664 1672 1685 1693 1722 1735 1750 1774 1816 1825 1861 1873 1883 1911 1917 1928 1973 1987 2037
203,C C 1 = C ( C ( = O ) N ( N 1 C ) C 2 = C C = C C = C 2 ) [C@H] 3 C [C@H] ( O C ( = C 3 ) C ( = O ) N C 4 C C 5 C C C 4 C 5 ) O C C N ( C C O ) S ( = O ) ( = O ) C 6 = C C = C ( C = C 6 ) O C,13 17 22 28 55 75 80 130 141 147 176 179 190 193 222 261 267 282 314 319 322 327 337 349 350 366 373 387 389 430 473 474 486 488 504 570 580 585 590 600 650 656 695 712 715 718 732 739 750 752 781 807 815 823 831 840 841 881 883 918 926 935 938 962 963 995 1019 1049 1057 1085 1088 1145 1149 1152 1158 1161 1192 1199 1235 1253 1273 1282 1292 1325 1328 1363 1376 1380 1403 1446 1449 1476 1502 1509 1525 1536 1568 1629 1640 1648 1722 1750 1766 1803 1814 1818 1825 1844 1873 1908 1917 1946 1951 1975 2021 2026 2047
204,C C 1 = C ( C ( = N O 1 ) C ) S ( = O ) ( = O ) N C ( C ) ( C ) C O,25 35 56 80 92 114 115 122 202 219 222 224 248 259 350 378 392 409 460 461 502 566 580 600 625 631 650 656 699 702 766 807 835 846 852 854 856 906 948 959 1021 1057 1132 1152 1153 1161 1202 1234 1260 1300 1330 1380 1397 1443 1466 1476 1515 1527 1536 1542 1604 1618 1620 1622 1637 1658 1722 1734 1737 1778 1796 1805 1846 1947 1986 2015
205,C C C ( C ( = O ) C N 1 C ( = N N = N 1 ) S C 2 = C C = C ( C = C 2 ) O C ( F ) ( F ) F ) N C ( = O ) O C C 3 = C C = C C = C 3,1 38 80 90 114 116 117 140 145 147 152 158 183 186 229 237 257 281 294 317 322 325 337 371 378 389 477 478 497 513 525 528 538 548 549 552 585 597 647 650 664 685 695 718 725 736 745 747 756 787 807 811 813 818 829 844 874 905 909 922 932 935 1057 1066 1077 1088 1149 1152 1164 1190 1199 1232 1255 1260 1262 1283 1312 1319 1327 1369 1380 1409 1453 1464 1485 1544 1545 1551 1570 1637 1750 1754 1758 1783 1802 1873 1914 1917 1928 1949 1977 2042
206,C O C ( = O ) C N 1 C ( C 2 = C ( C = C C ( = C 2 ) Br ) N = C 1 C 3 = C C = C C = C 3 Cl ) C 4 = C C = C C = C 4,12 21 32 72 80 95 195 261 291 352 366 378 379 382 389 393 406 440 487 500 512 561 564 575 592 632 650 684 695 710 728 766 806 807 841 860 875 906 909 927 935 952 956 974 975 984 1012 1019 1027 1057 1062 1088 1152 1157 1174 1181 1199 1242 1279 1312 1356 1380 1386 1404 1415 1427 1433 1459 1461 1483 1497 1507 1513 1577 1586 1616 1626 1631 1634 1663 1683 1750 1775 1854 1873 1903 1904 1917 1928 1964 2023
207,C C 1 = N N = C ( N 1 C 2 = C C = C ( C = C 2 ) O C ) S C C ( = O ) N C C 3 = C C = C C = C 3 F,41 58 69 71 80 116 120 168 186 197 233 240 255 322 333 337 341 378 384 411 484 636 650 671 686 695 699 718 747 781 807 831 841 852 861 875 917 935 965 996 1032 1042 1048 1056 1057 1062 1068 1070 1082 1088 1149 1152 1164 1176 1199 1264 1327 1349 1370 1380 1412 1416 1449 1477 1506 1509 1536 1537 1542 1575 1576 1582 1583 1597 1617 1700 1722 1726 1728 1750 1806 1825 1832 1840 1873 1889 1917 1928 1935 1959 1985 1993 2006
208,C C C ( = O ) N ( [C@H] 1 C C ( = O ) N ( C 1 = O ) C 2 = C C = C ( C = C 2 ) O C 3 = C C = C C = C 3 ) N C ( = O ) C C 4 = C C = C C = C 4,5 41 49 80 102 136 159 185 193 226 231 233 294 308 314 322 325 389 412 422 455 473 480 543 562 644 650 658 673 695 718 730 737 764 787 798 807 812 881 898 913 926 935 1019 1042 1057 1066 1082 1088 1097 1128 1152 1174 1176 1197 1199 1204 1238 1252 1304 1356 1361 1380 1424 1440 1507 1541 1617 1629 1669 1686 1687 1723 1732 1743 1750 1754 1755 1825 1836 1839 1873 1906 1917 1982 1991 2016
209,C [C@H] ( C ( = O ) N C 1 = C C = C ( C = C 1 ) C # N ) [NH+] 2 C C N ( C C 2 ) S ( = O ) ( = O ) C 3 = C C = C C = C 3 F,1 9 34 37 64 87 102 120 121 127 150 191 266 283 305 309 314 323 350 353 366 392 466 472 507 515 550 573 576 585 650 660 672 674 683 699 710 717 790 800 807 817 833 843 920 926 935 943 960 992 1020 1032 1057 1077 1088 1097 1136 1152 1173 1182 1199 1210 1281 1289 1335 1374 1380 1384 1425 1476 1480 1520 1521 1528 1576 1664 1680 1690 1729 1750 1816 1840 1873 1908 1917 1928 1948 1954 1965 1998 2038
210,C C ( C ( = O ) N C 1 = C C = C ( C = C 1 ) S ( = O ) ( = O ) N C 2 = C C ( = C ( C = C 2 ) Cl ) C ( F ) ( F ) F ) O C 3 = C C = C ( C = C 3 ) F,1 4 30 35 38 45 90 114 191 204 211 241 262 283 285 291 315 319 322 333 345 348 350 366 419 434 499 502 561 573 645 650 660 664 666 670 695 699 715 718 738 743 744 757 807 809 843 875 883 887 912 928 949 950 968 979 1033 1042 1057 1077 1121 1144 1147 1152 1169 1192 1197 1210 1227 1269 1270 1279 1380 1410 1430 1435 1453 1461 1476 1519 1520 1523 1528 1537 1664 1670 1683 1741 1750 1754 1756 1764 1772 1784 1810 1816 1873 1917 1928 1957 1987 2043
211,C C 1 = C C = C ( C = C 1 ) C 2 = N N C ( = C 2 ) C ( = O ) N ( C ) C C 3 = C N ( N = C 3 ) C,43 74 80 91 143 235 279 281 291 327 334 341 348 378 386 387 423 440 464 483 507 523 557 599 650 679 756 798 801 805 807 809 865 875 881 896 899 911 926 935 976 980 1057 1113 1114 1145 1160 1163 1169 1221 1252 1277 1288 1349 1355 1371 1380 1409 1476 1535 1538 1627 1677 1700 1722 1750 1754 1762 1823 1873 1888 1891 1917 1920 1955 1961 1967 1971 1979 1989 2004
212,C 1 = C C ( = C ( C = C 1 N C ( = O ) C O C ( = O ) / C = C / C 2 = C C = C ( O 2 ) Br ) Cl ) C # N,31 37 41 80 147 167 176 184 190 191 194 222 256 270 299 308 361 366 377 393 415 452 458 538 561 574 650 655 656 674 694 695 728 733 741 790 807 835 843 875 901 902 903 927 937 944 1056 1073 1136 1152 1229 1242 1270 1271 1380 1384 1446 1499 1530 1548 1581 1588 1604 1607 1631 1652 1659 1663 1669 1683 1740 1746 1750 1763 1794 1810 1813 1816 1833 1835 1843 1862 1867 1873 1917 1946 1954 1984 2004
213,C 1 = C C = C ( C = C 1 ) [C@@] ( C S ( = O ) ( = O ) C 2 = C C = C ( C = C 2 ) F ) ( C ( = O ) N C 3 = C C ( = C ( C = C 3 ) C # N ) C ( F ) ( F ) F ) N,18 80 90 92 114 173 184 191 194 245 247 249 262 270 283 319 337 350 361 389 390 419 420 464 506 531 593 603 650 674 675 699 715 721 790 800 807 809 817 835 843 875 927 942 995 1037 1064 1086 1088 1098 1131 1136 1152 1171 1174 1179 1199 1214 1231 1312 1322 1344 1380 1384 1409 1410 1414 1417 1431 1453 1456 1472 1476 1560 1647 1670 1679 1750 1764 1795 1816 1862 1873 1917 1920 1928 1955 1976 2001 2005 2007 2017 2031 2043
214,C 1 = C C ( = C C = C 1 C ( = O ) C 2 = C S C ( = N 2 ) N ) N,9 19 32 90 129 140 150 186 199 235 248 257 259 266 268 280 378 386 396 472 517 552 602 643 650 675 684 687 719 791 795 807 845 855 888 917 931 957 1008 1010 1094 1168 1171 1180 1208 1225 1252 1264 1310 1325 1369 1380 1385 1409 1423 1434 1457 1470 1513 1534 1567 1588 1614 1697 1736 1750 1755 1775 1779 1804 1820 1831 1835 1855 1873 1906 1917 1927 1931 2020 2021
215,C C C O C 1 = C C = C ( C = C 1 ) O C C ( = O ) N C 2 = C C ( = C C ( = C 2 ) C ( = O ) O C ) C ( = O ) O C,13 27 29 41 54 64 67 76 80 84 90 102 104 108 145 162 167 191 192 209 237 254 287 294 322 330 354 386 529 608 626 650 695 712 718 739 768 794 807 840 841 870 875 891 901 906 1022 1034 1041 1057 1108 1152 1166 1216 1223 1256 1274 1327 1353 1380 1385 1452 1509 1675 1686 1715 1750 1816 1873 1886 1887 1917 2004
216,C C C C C C C ( C C ( Cl ) Cl ) Cl,1 20 33 38 48 68 80 149 182 229 232 247 280 294 304 367 416 483 511 541 551 560 571 591 607 639 659 680 690 696 710 739 744 769 786 794 882 914 938 1037 1057 1143 1235 1283 1288 1302 1307 1355 1385 1415 1444 1468 1508 1549 1551 1552 1674 1683 1751 1755 1879 1911 1949 2001 2030
217,C C 1 = C C = C ( C = C 1 ) N 2 C ( = N N = C 2 S C C 3 = C C = C ( C = C 3 ) C ( = O ) N C 4 = C C = C C = C 4 ) C 5 = C C = C C = C 5,4 58 80 116 132 167 172 191 213 233 235 237 310 312 341 352 378 380 389 463 486 490 492 556 623 650 693 700 703 736 747 751 754 762 807 840 857 935 962 1029 1042 1050 1057 1077 1088 1139 1152 1160 1162 1163 1164 1185 1191 1199 1228 1283 1314 1335 1380 1385 1415 1449 1454 1459 1479 1487 1508 1509 1537 1579 1645 1665 1697 1722 1734 1737 1750 1754 1764 1774 1795 1816 1823 1824 1825 1873 1881 1917 1920 1929 1975 1978 1979 1993 2010 2019
218,C C C C ( C N 1 C C N ( C C 1 ) C 2 = C C ( = C C = C 2 ) O C ) N,1 74 80 100 106 112 144 167 213 230 294 314 322 345 407 492 494 496 527 548 562 581 606 687 695 739 744 781 786 794 814 828 841 875 886 902 926 935 981 1016 1019 1039 1048 1049 1057 1088 1127 1171 1277 1318 1323 1358 1372 1380 1381 1391 1404 1423 1452 1480 1489 1503 1508 1536 1581 1618 1640 1652 1750 1791 1797 1824 1825 1829 1832 1873 1905 1914 1922 1970 1972 2047
219,S ( c 1 n ( c 2 c ( n 1 ) c c n c 2 ) C c 1 c ( c c c c 1 ) C ) C c 1 c c c ( C ( = O ) N 2 C C C C C 2 ) c c 1,2 12 45 52 55 80 82 116 118 125 150 169 204 212 304 310 325 330 340 341 357 369 378 381 391 443 463 473 489 497 517 543 547 556 600 623 650 747 752 762 779 782 787 794 795 797 802 807 818 829 837 926 935 942 955 962 967 973 1024 1028 1057 1062 1088 1097 1113 1126 1130 1143 1146 1199 1208 1242 1283 1284 1320 1349 1378 1380 1385 1391 1420 1480 1494 1497 1501 1504 1511 1535 1536 1538 1540 1567 1586 1597 1603 1655 1657 1697 1701 1722 1750 1754 1765 1839 1855 1866 1873 1917 1965 1966 1976 1998 1999 2009 2015 2022 2037
220,C C S ( = O ) ( = O ) C C C 1 2 C C C ( C C 1 ) ( C C 2 ) C ( = O ) C,80 93 109 150 202 229 231 235 294 303 327 350 388 443 481 487 493 527 555 573 613 650 725 761 795 807 882 903 908 918 926 934 965 977 1017 1031 1034 1049 1057 1060 1145 1162 1193 1236 1241 1260 1261 1289 1358 1369 1374 1382 1433 1476 1484 1577 1592 1598 1601 1603 1664 1716 1850 1917 1933
221,C O C 1 = C ( C = C ( C = C 1 ) C C C N C ( = O ) C N ( C 2 = C C = C C = C 2 ) S ( = O ) ( = O ) C 3 = C C = C ( C = C 3 ) F ) O C,41 66 80 83 90 94 99 104 134 140 197 249 288 310 314 319 349 350 363 366 382 389 446 473 478 544 552 562 581 597 650 667 695 699 715 716 731 752 755 764 797 807 815 841 844 863 875 881 943 978 986 1015 1027 1051 1057 1088 1096 1110 1152 1155 1174 1190 1199 1243 1245 1269 1277 1289 1361 1380 1410 1422 1464 1476 1513 1536 1537 1568 1603 1670 1676 1684 1737 1750 1754 1762 1783 1873 1876 1884 1911 1917 1928 1946 1970 1999
222,C C 1 = N C ( = C S 1 ) C N ( C ) C C 2 = C C = C ( C ( = O ) N 2 ) C ( = O ) N C C 3 = C C 4 = C ( C = C 3 ) N ( C C C 4 ) C,27 67 70 80 89 93 124 128 131 196 197 255 259 310 314 317 340 360 378 391 416 453 486 507 508 510 514 515 552 556 578 604 608 650 655 665 675 685 694 724 750 801 807 813 817 823 845 875 881 892 901 918 926 935 947 975 1028 1042 1057 1069 1077 1087 1114 1118 1138 1145 1148 1152 1156 1163 1172 1197 1206 1236 1277 1295 1317 1380 1384 1447 1480 1496 1567 1573 1580 1587 1678 1682 1693 1722 1738 1745 1750 1754 1779 1841 1855 1869 1872 1873 1883 1915 1917 1922 1928 1960 1972 1973 1977 1991 2015 2023 2026
223,C C C C O C C P 1 O C C 2 ( C O 1 ) C O P ( O C 2 ) C C O C C C C,7 13 80 184 248 294 298 442 532 540 542 591 656 675 691 695 707 718 776 794 800 872 926 931 955 986 1041 1057 1060 1061 1126 1166 1181 1200 1224 1242 1270 1309 1320 1325 1356 1405 1410 1434 1437 1468 1476 1554 1556 1599 1704 1720 1745 1749 1804 1818 1911 1925 1992 2008 2033 2047
224,C C ( C ) ( C ( = O ) N C ) N C C ( C O C 1 = C C = C C = C 1 O C ) O,1 15 37 47 54 74 80 89 114 118 138 140 156 198 209 213 224 227 248 249 261 272 337 340 345 392 400 411 430 478 509 520 606 619 650 656 658 686 695 724 740 807 834 841 851 865 902 925 944 1057 1060 1081 1088 1129 1152 1175 1193 1199 1213 1344 1353 1380 1410 1430 1452 1479 1491 1506 1511 1536 1565 1607 1650 1742 1750 1763 1782 1846 1863 1873 1914 1917 1919 1970 1984 2031 2038 2039
225,C 1 C N ( C C N 1 C ( = O ) C C C 2 = C C = C C = C 2 ) S ( = O ) ( = O ) C 3 = C ( C ( = C C = C 3 ) Cl ) Cl,25 80 131 142 193 268 314 328 350 355 365 366 372 389 392 434 438 543 561 585 629 650 689 753 760 800 807 808 842 873 899 926 935 957 974 992 996 1008 1009 1011 1025 1039 1045 1062 1066 1088 1090 1101 1109 1172 1179 1199 1237 1243 1269 1272 1273 1291 1337 1353 1380 1416 1473 1476 1480 1499 1525 1564 1589 1657 1683 1695 1709 1717 1738 1750 1754 1757 1811 1812 1845 1873 1895 1917 2009 2032 2033 2043
226,C = C C N ( C C ( = O ) N ( C C 1 = C C = C ( C = C 1 ) F ) C C 2 = C C = C S 2 ) C ( = O ) C O C 3 = C C = C ( C = C 3 ) Cl,14 25 80 90 102 110 117 151 160 179 196 216 239 241 283 288 310 313 322 368 383 437 506 507 545 561 576 587 594 614 641 649 650 656 675 679 683 694 695 698 699 718 735 807 813 816 872 881 930 940 956 974 976 977 978 982 1032 1070 1088 1135 1143 1147 1157 1190 1221 1223 1238 1256 1271 1313 1329 1366 1380 1392 1410 1452 1486 1509 1534 1557 1567 1621 1645 1662 1670 1683 1730 1750 1754 1786 1800 1814 1843 1873 1887 1889 1891 1917 1923 1928 1936 1967 1973 2004 2017 2018 2044
227,C 1 C N ( C C ( = O ) N 1 ) C C 2 = C C ( = C 3 N 2 N = C N = C 3 N ) C 4 = C C = C ( C = C 4 ) N C ( = O ) N C 5 = C ( C = C C ( = C 5 ) C ( F ) ( F ) F ) F,43 52 56 71 76 80 88 114 158 187 191 210 216 222 223 229 249 253 277 305 314 352 377 378 405 412 439 452 489 497 522 542 568 573 598 602 630 650 658 695 699 710 734 752 766 807 809 843 852 875 895 896 909 926 935 937 945 946 948 955 1005 1014 1036 1077 1092 1114 1140 1152 1156 1160 1171 1211 1222 1224 1238 1252 1260 1296 1308 1380 1400 1415 1417 1440 1444 1449 1452 1453 1457 1459 1480 1491 1512 1522 1554 1562 1572 1575 1576 1582 1606 1617 1641 1643 1665 1750 1765 1770 1791 1796 1816 1840 1846 1866 1873 1917 1928 1945 1946 1974 1989 1990
228,C C ( C ) ( C 1 = C C = C C = C 1 ) C 2 = C C = C ( C = C 2 ) C N ( C C 3 = C C = C ( C = C 3 ) C ( C ) ( C ) C 4 = C C = C C = C 4 ) O,8 45 80 94 100 114 249 250 310 334 353 360 389 392 393 412 465 507 570 627 679 706 795 807 829 842 855 881 960 1006 1038 1042 1050 1057 1076 1088 1117 1119 1139 1147 1157 1199 1205 1211 1219 1291 1306 1327 1355 1380 1417 1462 1525 1555 1617 1665 1673 1750 1754 1778 1825 1841 1873 1913 2017 2043
229,C C C ( C ) N ( C C ) C ( = O ) N C ( = O ) / C = C / C ( = O ) O,1 31 51 71 77 80 97 112 125 171 193 227 247 277 283 294 389 462 524 525 580 592 620 650 660 694 717 749 760 807 850 881 908 932 948 973 976 1011 1057 1085 1093 1119 1132 1152 1181 1189 1216 1233 1242 1292 1300 1318 1386 1410 1451 1532 1542 1544 1561 1579 1614 1641 1665 1694 1728 1839 1841 1861 1917 1946 1967 2016
230,N C 1 C C 1 c 1 c c c ( N C ( = O ) C ( C c 2 c [nH] c 3 c c c c c 2 3 ) N C ( = O ) C O c 2 c c c c c 2 ) c c 1,1 33 41 79 80 102 117 119 164 191 192 209 232 322 328 364 389 416 418 437 455 468 539 562 573 605 619 648 650 688 695 701 736 746 763 806 807 822 843 850 871 875 885 926 934 940 943 947 957 1019 1077 1088 1114 1152 1165 1170 1171 1196 1199 1228 1250 1279 1292 1296 1330 1349 1357 1380 1407 1420 1452 1498 1546 1573 1607 1616 1649 1664 1750 1756 1757 1783 1803 1816 1832 1873 1879 1887 1908 1917 1937 1953 1970 1995 1996 2004 2025
231,C = C C / C = C ( / C Cl ) \ Cl,50 80 100 141 142 193 285 310 318 442 479 531 568 600 667 694 700 727 741 745 807 831 838 940 948 959 1008 1100 1105 1109 1189 1217 1276 1292 1366 1372 1382 1439 1645 1651 1683 1721 1758 1777 1837 1873 1880 1909
232,C C N ( C C ) S ( = O ) ( = O ) C 1 = C C = C ( C = C 1 ) C N C ( = O ) C N 2 C C C [C@H] 2 C 3 = C C 4 = C ( C = C 3 ) O C C O 4,5 23 41 64 80 89 160 175 197 229 231 255 264 282 294 310 319 333 350 416 434 441 446 459 492 527 552 567 583 602 608 622 625 638 650 656 672 715 724 738 748 771 782 805 807 815 843 875 881 888 889 916 926 932 935 950 1002 1008 1019 1028 1035 1057 1064 1087 1103 1152 1217 1226 1279 1312 1325 1328 1335 1380 1476 1480 1522 1529 1573 1630 1647 1697 1707 1714 1750 1754 1772 1775 1780 1803 1809 1860 1869 1873 1905 1917 1946 1962 1967 1996 2002 2022
233,C 1 = C C ( = C ( C = C 1 N ) S ( = O ) ( = O ) N C 2 = N C = C ( C = C 2 ) Br ) Cl,15 108 140 154 164 215 233 274 350 366 377 378 387 392 410 435 468 485 494 502 549 561 572 643 647 650 651 666 728 805 871 875 888 909 916 967 1003 1060 1071 1099 1152 1157 1168 1171 1185 1220 1261 1270 1271 1300 1321 1380 1452 1457 1476 1527 1535 1536 1631 1649 1651 1675 1683 1750 1756 1783 1841 1873 1921 2001 2019 2023 2041
234,C 1 = C ( C = C ( C = C 1 F ) Br ) C ( = O ) N C C ( = O ) O,8 73 78 80 197 265 279 293 294 322 339 389 390 486 563 593 650 677 697 699 714 724 728 767 807 875 909 921 1007 1068 1130 1152 1175 1185 1193 1232 1293 1319 1380 1385 1395 1414 1440 1456 1478 1487 1531 1546 1548 1563 1598 1631 1669 1670 1682 1690 1711 1727 1735 1737 1781 1793 1873 1882 1887 1894 1917 1928 1932 1936 2001 2009 2022
235,C C C ( C 1 = C C = C C = C 1 ) N C 2 = C ( C ( = O ) N N C 2 = O ) N C 3 = C C = C C ( = C 3 O ) C ( = O ) N ( C ) C,1 9 80 132 180 202 291 294 314 320 381 389 396 432 436 478 491 523 558 650 658 690 698 701 710 718 720 749 750 807 857 876 881 890 905 918 1009 1013 1039 1042 1057 1061 1088 1114 1152 1158 1163 1199 1221 1224 1283 1290 1358 1363 1365 1380 1447 1465 1493 1512 1544 1557 1581 1602 1611 1643 1653 1679 1696 1750 1821 1873 1916 1917 1930 1942 1991 1996 2019
236,C C ( C ) [C@@] 1 ( C C [C@H] ( C 1 ) N 2 C C C ( C C 2 ) C 3 = C C ( = O ) N O 3 ) C ( = O ) N 4 C C 5 = C ( C = C C ( = C 5 ) C ( F ) ( F ) F ) O C 4,1 12 63 81 114 129 137 142 150 169 197 220 283 304 314 337 376 380 382 400 401 420 441 453 481 482 526 552 558 593 615 622 650 654 656 679 694 698 699 725 773 798 802 807 809 842 851 854 872 875 887 912 926 935 969 978 1001 1019 1035 1052 1057 1060 1114 1130 1152 1162 1236 1260 1294 1307 1325 1329 1334 1339 1343 1380 1388 1407 1417 1440 1453 1480 1483 1522 1550 1622 1648 1664 1665 1682 1686 1725 1750 1764 1776 1784 1787 1814 1854 1872 1873 1905 1910 1917 1928 1946 1969 1998 2000 2009 2046
237,C C C N ( C C ( = O ) N C C ( = O ) N C 1 = C C = C C = C 1 ) C ( = O ) C 2 = C C = C ( C = C 2 ) C 3 = C C = C C = C 3,41 45 80 191 197 207 215 236 247 294 303 354 366 389 463 497 502 560 587 650 689 694 698 702 703 721 736 738 794 803 807 828 844 881 896 897 901 978 981 990 1001 1057 1077 1088 1101 1107 1115 1134 1152 1160 1190 1199 1221 1284 1290 1308 1328 1380 1385 1440 1507 1521 1537 1635 1663 1697 1715 1750 1761 1816 1873 1903 1917 1934 1951 1964 1999
238,C C ( C C C C ( C ) N = C = S ) N = C = S,1 25 58 80 86 97 112 117 134 146 154 164 169 281 283 324 373 422 429 487 489 501 528 530 539 674 684 725 739 749 828 901 904 910 932 994 1048 1054 1057 1120 1222 1232 1248 1259 1275 1320 1370 1449 1453 1573 1607 1632 1666 1731 1732 1795 1844 1911 1938 1955 1975 2002 2038
239,C C 1 ( N = C ( N = C ( N 1 C 2 = C C = C ( C = C 2 ) O C C 3 = C C ( = C C = C 3 ) C 4 = C C = C C = C 4 ) N ) N ) C,80 102 106 107 113 175 210 217 233 277 322 342 378 389 390 404 420 430 459 545 654 695 704 718 736 743 745 759 784 785 815 831 863 875 880 927 935 943 1019 1036 1039 1054 1057 1060 1062 1066 1081 1088 1095 1107 1160 1171 1182 1199 1274 1293 1307 1320 1332 1334 1380 1414 1450 1452 1457 1545 1656 1750 1754 1825 1843 1871 1873 1874 1885 1892 1921 1940 1964 2001 2026
240,C = C C N C ( = O ) C 1 = C C ( = C ( C = C 1 ) Cl ) S ( = O ) ( = O ) N C C 2 = C C = C C = C 2,23 27 29 32 42 80 85 154 197 255 258 265 301 305 329 350 360 366 386 389 392 430 482 485 486 502 526 529 561 589 609 638 650 666 694 698 707 715 726 765 807 814 875 940 982 1019 1022 1036 1066 1077 1080 1088 1101 1137 1146 1152 1158 1159 1199 1201 1291 1300 1366 1380 1385 1476 1493 1551 1555 1626 1645 1683 1697 1725 1750 1754 1766 1873 1907 1917 1919 1928 1938 1941 1951 1964 2037
241,C 1 C N 2 C C C 1 [C@H] ( C 2 ) N C 3 = N C = C ( C = C 3 ) C 4 = C C = N C 5 = C ( C ( = N N 4 5 ) C 6 = C C = N C = C 6 ) C 7 = C C ( = C C = C 7 ) O,54 65 66 79 103 112 141 143 148 180 190 191 280 323 378 381 383 384 412 469 471 491 515 523 524 531 552 585 660 693 701 715 729 736 739 745 775 787 807 875 896 899 926 935 967 1019 1025 1032 1039 1052 1060 1061 1063 1066 1069 1088 1099 1127 1152 1153 1160 1164 1190 1200 1208 1297 1298 1306 1325 1380 1401 1403 1452 1457 1473 1480 1487 1520 1533 1535 1546 1557 1572 1573 1587 1589 1602 1603 1607 1661 1692 1695 1696 1698 1747 1750 1799 1823 1852 1866 1873 1894 1917 1952 1956 2006 2011 2021
242,C 1 C N C ( = O ) N ( C 1 = O ) C 2 = C C = C ( C = C 2 ) [N+] ( = O ) [O-],0 18 50 112 184 186 233 265 268 305 314 407 425 478 506 556 557 612 627 650 715 736 753 769 798 805 838 864 877 879 880 926 935 968 994 1008 1066 1075 1087 1114 1119 1150 1176 1195 1211 1231 1238 1274 1293 1312 1380 1432 1445 1448 1464 1470 1494 1523 1554 1560 1568 1639 1659 1684 1686 1688 1738 1749 1750 1767 1782 1809 1814 1825 1842 1866 1873 1874 1916 1922 1963 1985
243,C [C@H] ( C ( = O ) N C 1 = C C ( = C C = C 1 ) S ( = O ) ( = O ) N ( C ) C ) [NH+] 2 C C C [C@@H] 2 C 3 = C C = C N 3 C,1 95 112 122 136 157 171 184 191 243 283 319 350 377 395 402 461 504 510 531 550 573 575 576 581 650 668 686 693 703 732 763 785 807 815 829 875 881 894 895 926 935 1019 1028 1039 1056 1057 1088 1101 1118 1133 1139 1145 1152 1163 1178 1182 1211 1217 1235 1276 1325 1352 1355 1368 1380 1409 1415 1476 1478 1531 1554 1606 1663 1664 1684 1690 1693 1729 1737 1741 1750 1816 1860 1873 1917 1955 2002 2006
244,O [C@H] ( [C@H] 1 [C@H] ( C 1 ) C ( = O ) N C C C C ) [C@@H] ( N C ( = O ) [C@@H] ( N C ( = O ) O C ( C ) ( C ) C ) C c 1 c c c c c 1 ) C O,1 37 79 80 81 114 117 197 209 221 222 227 231 246 264 280 294 297 369 389 392 482 532 551 573 578 591 631 650 657 666 667 675 689 695 736 737 752 761 794 807 849 851 857 895 900 926 1019 1040 1057 1066 1088 1110 1126 1149 1152 1189 1199 1226 1232 1292 1321 1331 1342 1352 1366 1380 1391 1399 1458 1476 1536 1555 1563 1574 1598 1616 1620 1645 1669 1750 1754 1758 1800 1820 1831 1859 1873 1876 1911 1914 1917 1922 1933 1964 1965 1967 1977 2006
245,C C O C ( = O ) C N C ( = O ) N C 1 = C C = C C ( = C 1 ) [C@@H] 2 O [C@@H] ( C [C@@H] ( O 2 ) C 3 = C C = C ( C = C 3 ) C O ) C N ( C ) [C@H] ( C ) [C@H] ( C 4 = C C = C C = C 4 ) O,1 13 20 44 58 70 80 114 147 162 184 191 197 220 222 227 245 263 268 283 294 310 312 322 389 439 490 497 508 569 578 583 600 650 656 668 695 703 762 769 776 784 802 807 834 837 848 875 881 886 891 903 914 926 942 1014 1019 1027 1038 1039 1057 1073 1083 1088 1152 1163 1179 1199 1224 1238 1279 1292 1338 1353 1365 1376 1380 1385 1386 1391 1440 1455 1527 1534 1555 1581 1586 1615 1663 1722 1750 1752 1754 1803 1816 1860 1873 1917 1921 1927 1966 1989 1990 2033 2035
